Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A844,PROTECCION CIVIL,,,,SSP/DGPC/1223/2021,44368,PORTATIL,SEPURA,SC20,1PR02030GKN2AH,215119,OPERATIVO,,,,ENTREGADO,18-Jun,23-Jun,JAVIER,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS EVENTOS Y PC AUX,http://10.90.111.119:5000/resguardo/A844,http://10.90.111.119:5000/resguardo/A844,http://10.90.111.119:5000/orden/A844,http://10.90.111.119:5000/orden/A844
A845,PROTECCION CIVIL,,,,SSP/DGPC/1223/2021,44368,PORTATIL,SEPURA,SC20,1PR002031GKN3FP,215116,OPERATIVO,,,,ENTREGADO,18-Jun,23-Jun,JAVIER,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS PROTECCION CIVIL,http://10.90.111.119:5000/resguardo/A845,http://10.90.111.119:5000/resguardo/A845,http://10.90.111.119:5000/orden/A845,http://10.90.111.119:5000/orden/A845
A846,POLICIA,,,,XX,44368,MOBIL,SEPURA,SRG3900,XX,537,CERRITO DE JEREZ,,,,INSTALACION,21-Jun,21-Jun,CESAR,INSTALACION,SE INSTALA BASE PARA CEREBRO Y BOCINA FALTANTES,http://10.90.111.119:5000/resguardo/A846,http://10.90.111.119:5000/resguardo/A846,http://10.90.111.119:5000/orden/A846,http://10.90.111.119:5000/orden/A846
A847,POLICIA,,,,XX,21-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2GY,569,10 DE MAYO,,,,ENTREGADO,21-Jun,21-Jun,PEPE Y JC,REPARACION,"SE REPARO FALLA EN CABLEADO DE ALIMENTACION, SEN INSTALO TORNILLOS LATERALES DE BOCINA Y SE PROGRAMO EQUIPO.",http://10.90.111.119:5000/resguardo/A847,http://10.90.111.119:5000/resguardo/A847,http://10.90.111.119:5000/orden/A847,http://10.90.111.119:5000/orden/A847
A848,POLICIA,,,,191,25-Jun,CARGADOR ,SEPURA,STP,7PP001616B904AU,XX,CONTROL DE RADIOS,,,,REPARADO,23-Jun,25-Jun,JUAN CARLOS,REPARACION,SE REPARO CARGADOR ,http://10.90.111.119:5000/resguardo/A848,http://10.90.111.119:5000/resguardo/A848,http://10.90.111.119:5000/orden/A848,http://10.90.111.119:5000/orden/A848
A849,POLICIA,,,,192,21-Jun,BATERIA,SEPURA,XX,D-187,XX,CONTROL RADIOS,,,A852,ENTREGADO,23-Jun,6-Jul,SERGIO,DIAGNOSTICO,"LA BATERIA NO RETIENE LA CARGA Y PRESENTA ABULTAMIENTO EN SU ESTRUCTURA, SE DEVUELVE A LA DEPENDENCIA PARA LO PROCEDENTE",http://10.90.111.119:5000/resguardo/A849,http://10.90.111.119:5000/resguardo/A849,http://10.90.111.119:5000/orden/A849,http://10.90.111.119:5000/orden/A849
A850,POLICIA,,,,193,21-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4UD,XX,SAN ISIDRO,,,,ENTREGADO,23-Jun,6-Jul,CESAR,REPARACION,"SE AJUSTARON PARAMETROS DE PROGRAMACION, SE REVISAN PARAMETROS GENERALES RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A850,http://10.90.111.119:5000/resguardo/A850,http://10.90.111.119:5000/orden/A850,http://10.90.111.119:5000/orden/A850
A851,POLICIA,,,,194,25-Jun,BATERIA,SEPURA,STP,"D1812,D1347,D1493,20B-03",XX,SAN ISIDRO,,,,ENTREGADO,25-Jun,25-Jun,martin,DIAGNOSTICO,"SE DIAGNOSTICA BATERIA DETERMINANDO QUE YA NO RETIENE LA CARGA, SE REGRESA A LA  DEPENDENCIA PARA LOS FINES QUE MAS CONVENGAN",http://10.90.111.119:5000/resguardo/A851,http://10.90.111.119:5000/resguardo/A851,http://10.90.111.119:5000/orden/A851,http://10.90.111.119:5000/orden/A851
A852,POLICIA,,,,195,21-Jun,CARGADOR ,SEPURA,STP/SC,7PP001616B907P2,XX,CONTROL RADIOS,,,14777,ENTREGADO,25-Jun,12-Jul,SERGIO,DIAGNOSTICO,EL CARGADOR NO CARGA LAS BATERIAS Y PRESENTA DAÑO EN TARJETA PRINCIPAL POR LO QUE SE DEVUELVE A LA DEPENDENCIA PARA LO CONDUCENTE,http://10.90.111.119:5000/resguardo/A852,http://10.90.111.119:5000/resguardo/A852,http://10.90.111.119:5000/orden/A852,http://10.90.111.119:5000/orden/A852
A853,POLICIA,,,,XX,18-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2GP,531,CERRITO DE JEREZ,,,,ENTREGADO,18-Jun,18-Jun,CESAR,REPARACION,"SE FIJO CEREBRO BOCINA Y SE ACOMODO CABLEADO, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A853,http://10.90.111.119:5000/resguardo/A853,http://10.90.111.119:5000/orden/A853,http://10.90.111.119:5000/orden/A853
A854,POLICIA,,,,XX,21-Jun,MOBIL,SEPURA,SRG3900,8PRF01624G7C20X,583,10 DE MAYO,,,,ENTREGADO,21-Jun,21-Jun,CESAR,REPARACION,"SE FIJO CEREBRO BOCINA Y SE ACOMODO CABLEADO, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A854,http://10.90.111.119:5000/resguardo/A854,http://10.90.111.119:5000/orden/A854,http://10.90.111.119:5000/orden/A854
A855,POLICIA,,,,XX,21-Jun,MOBIL,SEPURA,SRG3900,,835,10 DE MAYO,,,,ENTREGADO,21-Jun,21-Jun,CESAR,REPARACION,"SE FIJO CEREBRO BOCINA Y SE ACOMODO CABLEADO, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A855,http://10.90.111.119:5000/resguardo/A855,http://10.90.111.119:5000/orden/A855,http://10.90.111.119:5000/orden/A855
A856,POLICIA,,,,XX,21-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C26Z,570,CERRITO DE JEREZ,,,,ENTREGADO,21-Jun,21-Jun,PP / SERGIO,INSTALACION,"SE REPARO CORTO CIRCUITO, SE PUSO BASE DE RADIO, SE ENCINTO CABLEADO",http://10.90.111.119:5000/resguardo/A856,http://10.90.111.119:5000/resguardo/A856,http://10.90.111.119:5000/orden/A856,http://10.90.111.119:5000/orden/A856
A857,POLICIA,,,,XX,22-Jun,MOBIL,SEPURA,SRG3900,8PRF01624G7C2OE,533,10 DE MAYO,,,,ENTREGADO,22-Jun,22-Jun,JC Y CESAR,INSTALACION,"SE FIJO CEREBRO , BOCINA, BASE DE MICROFONO Y SE ACOMODO CABLEADO, SE REVISAN PARMETROS GENERALES CORRECTOS RX Y TX-OK.",http://10.90.111.119:5000/resguardo/A857,http://10.90.111.119:5000/resguardo/A857,http://10.90.111.119:5000/orden/A857,http://10.90.111.119:5000/orden/A857
A858,POLICIA,,,,189,22-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4YW,XX,GRUPO GIS,,,,ENTREGADO,23-Jun,13-Jul,CESAR,REPARACION,"SE REPARO CONTROL DE VOLUMEN, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A858,http://10.90.111.119:5000/resguardo/A858,http://10.90.111.119:5000/orden/A858,http://10.90.111.119:5000/orden/A858
A859,POLICIA,,,,XX,22-Jun,MOBIL,SEPURA,SRG3900,1PSJ01923G7G7RH,546,10 DE MAYO,,,,ENTREGADO,22-Jun,22-Jun,JC Y SERGIO,REPARACION,,http://10.90.111.119:5000/resguardo/A859,http://10.90.111.119:5000/resguardo/A859,http://10.90.111.119:5000/orden/A859,http://10.90.111.119:5000/orden/A859
A860,POLICIA,,,,XX,22-Jun,MOBIL,SEPURA,SRG3900,8PRF01624G7C2PK,532,10 DE MAYO,,,,ENTREGADO,22-Jun,22-Jun,PEPE Y MARTIN,PROGRAMACION,"SE PROGRAMO EL EQUIPO CON LA FRECUENCIA DE CERRITO DE JEREZ, SE FIJA BOCINA Y CEREBRO CON BASE SE REVISAN TRASMISION RX OK Y TX OK",http://10.90.111.119:5000/resguardo/A860,http://10.90.111.119:5000/resguardo/A860,http://10.90.111.119:5000/orden/A860,http://10.90.111.119:5000/orden/A860
A861,TRANSITO,,,,142,22-Jun,MOBIL,Kenwood,TK3180,90701052,279,GRUAS,,,,ENTREGADO,23-Apr,23-Jun,SERGIO,DIAGNOSTICO,"NO SE PUEDE PROGRAMAR EL RADIO CON EL FIRMWARE, EQUIPO PRESENTA DAÑO EN LA MEMORIA INTERNA Y SE DEVUELVE A LA DEPENDENCIA PARA LO QUE PROCEDA",http://10.90.111.119:5000/resguardo/A861,http://10.90.111.119:5000/resguardo/A861,http://10.90.111.119:5000/orden/A861,http://10.90.111.119:5000/orden/A861
A862,POLICIA,,,,XX,22-Jun,MOBIL,SEPURA,SRG3900,"8PRF01623G7C29J
",540,10 DE MAYO,,,,ENTREGADO,22-Jun,22-Jun,PEPE Y MARTIN,REPARACION,SE ACOMODO CABLEADO DE ANTENA Y CARATULA.,http://10.90.111.119:5000/resguardo/A862,http://10.90.111.119:5000/resguardo/A862,http://10.90.111.119:5000/orden/A862,http://10.90.111.119:5000/orden/A862
A863,POLICIA,,,,XX,22-Jun,MOBIL,SEPURA,SRG3900,"8PRF01623G7C22Y
",572,10 DE MAYO,,,,ENTREGADO,22-Jun,22-Jun,PEPE Y MARTIN,REPARACION,SE CAMBIO CABLE DE GPS DAÑADO Y SE REPROGRAMO RADIO.,http://10.90.111.119:5000/resguardo/A863,http://10.90.111.119:5000/resguardo/A863,http://10.90.111.119:5000/orden/A863,http://10.90.111.119:5000/orden/A863
A864,POLICIA,,,,DIR-8486/DPEYDP-0472/ARM-0152,22-Jun,PORTATIL,SEPURA,SC20,,1215061,ARMERIA,,,,ENTREGADO,22-Jun,25-Jun,JAVIER,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS NUEVOS DE LA DIR. DE POLICIA MUNICIPAL.,http://10.90.111.119:5000/resguardo/A864,http://10.90.111.119:5000/resguardo/A864,http://10.90.111.119:5000/orden/A864,http://10.90.111.119:5000/orden/A864
A865,POLICIA,,,,DIR-8486/DPEYDP-0472/ARM-0152,22-Jun,PORTATIL,SEPURA,SC20,,1215063,ARMERIA,,,,ENTREGADO,22-Jun,25-Jun,JAVIER,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS NUEVOS DE LA DIR. DE POLICIA MUNICIPAL.,http://10.90.111.119:5000/resguardo/A865,http://10.90.111.119:5000/resguardo/A865,http://10.90.111.119:5000/orden/A865,http://10.90.111.119:5000/orden/A865
A866,POLICIA,,,,DIR-8486/DPEYDP-0472/ARM-0152,22-Jun,PORTATIL,SEPURA,SC20,,1215065,ARMERIA,,,,ENTREGADO,22-Jun,25-Jun,JAVIER,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS NUEVOS DE LA DIR. DE POLICIA MUNICIPAL.,http://10.90.111.119:5000/resguardo/A866,http://10.90.111.119:5000/resguardo/A866,http://10.90.111.119:5000/orden/A866,http://10.90.111.119:5000/orden/A866
A867,TRANSITO,,,,143,22-Jun,MOBIL,SEPURA,TK-8180,90500572,279,GRUAS,,,,ENTREGADO,22-Jun,22-Jun,PEPE,INSTALACION,SE INSTALO EQUIPO DE RADIO MOBIL.,http://10.90.111.119:5000/resguardo/A867,http://10.90.111.119:5000/resguardo/A867,http://10.90.111.119:5000/orden/A867,http://10.90.111.119:5000/orden/A867
A868,POLICIA,,,,XX,23-Jun,MOBIL,SEPURA,SRG3900,2PSJ01911G78602,589,10 DE MAYO,,,,,,,,,,http://10.90.111.119:5000/resguardo/A868,http://10.90.111.119:5000/resguardo/A868,http://10.90.111.119:5000/orden/A868,http://10.90.111.119:5000/orden/A868
A869,TRANSITO,,,,143,23-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN1JC,XX,SUPERVISION DE UNIDADES,,,,REPARADO,24-Jun,,JAVIER,REPARACION,EL EQUIPO SE ENCONTRABA EN CANAL DIRECTO.,http://10.90.111.119:5000/resguardo/A869,http://10.90.111.119:5000/resguardo/A869,http://10.90.111.119:5000/orden/A869,http://10.90.111.119:5000/orden/A869
A870,POLICIA,,,,196,,,,,,,,,,,ENTREGADO,,,,,,http://10.90.111.119:5000/resguardo/A870,http://10.90.111.119:5000/resguardo/A870,http://10.90.111.119:5000/orden/A870,http://10.90.111.119:5000/orden/A870
A871,POLICIA,,,,197,,,,,,,,,,,ENTREGADO,,,,,,http://10.90.111.119:5000/resguardo/A871,http://10.90.111.119:5000/resguardo/A871,http://10.90.111.119:5000/orden/A871,http://10.90.111.119:5000/orden/A871
A872,POLICIA,,,,198,,,,,,,,,,,ENTREGADO,,,,,,http://10.90.111.119:5000/resguardo/A872,http://10.90.111.119:5000/resguardo/A872,http://10.90.111.119:5000/orden/A872,http://10.90.111.119:5000/orden/A872
A873,POLICIA,,,,199,25-Jun,PORTATIL,SEPURA,STP9038,1PRC01626G8B0KX,XX,CONTROL DE RADIOS,,,,ENTREGADO,25-Jun,6-Jul,CESAR,DIAGNOSTICO,EL EQUIPO CUENTA CON DIAGNOSTICO DE BAJA CON LA ORDEN A569,http://10.90.111.119:5000/resguardo/A873,http://10.90.111.119:5000/resguardo/A873,http://10.90.111.119:5000/orden/A873,http://10.90.111.119:5000/orden/A873
A874,POLICIA,,,,200,25-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2AL,XX,,,,,,,,,,,http://10.90.111.119:5000/resguardo/A874,http://10.90.111.119:5000/resguardo/A874,http://10.90.111.119:5000/orden/A874,http://10.90.111.119:5000/orden/A874
A875,POLICIA,,,,XX,25-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C22K,543,CERRITO DE JEREZ,,,,ENTREGADO,25-Jun,25-Jun,martin,REPARACION,SE COLOCO BASE AL CEREBRO Y SE CONECTO LINEA DEL GPS ,http://10.90.111.119:5000/resguardo/A875,http://10.90.111.119:5000/resguardo/A875,http://10.90.111.119:5000/orden/A875,http://10.90.111.119:5000/orden/A875
A876,C3,,,,XX,28-Jun,PORTATIL,SEPURA,STP9038,1PRC01625G8A7QR,XX,C3,,,,ENTREGADO,28-Jun,28-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS,http://10.90.111.119:5000/resguardo/A876,http://10.90.111.119:5000/resguardo/A876,http://10.90.111.119:5000/orden/A876,http://10.90.111.119:5000/orden/A876
A877,C3,,,,XX,28-Jun,PORTATIL,SEPURA,STP9038,1PRC01625G8A7RL,XX,C3,,,,ENTREGADO,28-Jun,28-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS,http://10.90.111.119:5000/resguardo/A877,http://10.90.111.119:5000/resguardo/A877,http://10.90.111.119:5000/orden/A877,http://10.90.111.119:5000/orden/A877
A878,C3,,,,XX,28-Jun,PORTATIL,SEPURA,STP9038,1PRC01625G8A7PR,XX,C3,,,,ENTREGADO,28-Jun,28-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS,http://10.90.111.119:5000/resguardo/A878,http://10.90.111.119:5000/resguardo/A878,http://10.90.111.119:5000/orden/A878,http://10.90.111.119:5000/orden/A878
A879,C3,,,,XX,28-Jun,PORTATIL,SEPURA,STP9038,1PRE01712G8H5DN,XX,C3,,,,ENTREGADO,28-Jun,28-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS,http://10.90.111.119:5000/resguardo/A879,http://10.90.111.119:5000/resguardo/A879,http://10.90.111.119:5000/orden/A879,http://10.90.111.119:5000/orden/A879
A880,TRANSITO,,,,145,28-Jun,PORTATIL,Kenwood,TK-3180,90304990,XX,SUPERVISION DE UNIDADES,,,,ENTREGADO,12-Jul,21-Jul,PEPE,REPARACION,"SE REPARO FALLA EN CONTROL DE VOLUMEN, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A880,http://10.90.111.119:5000/resguardo/A880,http://10.90.111.119:5000/orden/A880,http://10.90.111.119:5000/orden/A880
A881,TRANSITO,,,,146,28-Jun,PORTATIL,Kenwood,TK-3180,B3400805,XX,SUPERVISION DE UNIDADES,,,14801,ENTREGADO,5-Jul,21-Jul,SERGIO,DIAGNOSTICO,"EL EQUIPO SE MOJO Y PRESENTA DAÑO EN TARJETA ELECTRONICA, SE DEVUELVE A LA DEPENDENCIA PARA LO PROCEDENTE",http://10.90.111.119:5000/resguardo/A881,http://10.90.111.119:5000/resguardo/A881,http://10.90.111.119:5000/orden/A881,http://10.90.111.119:5000/orden/A881
A882,POLICIA,,,,CV-00076,28-Jun,MOVIL,SEPURA,SRG3900,2PSJ01916G794JY,E-33,ECOS,,,,ENTREGADO,29-Jun,29-Jun,JAVIER,REVISION,"SE REVISA EQUIPO ENCONTRADO FALLA EN EQUIPO , NO CONECTA , Y SE REQUIERE MANDAR A GARANTIA , YA QUE   NUEVO ",http://10.90.111.119:5000/resguardo/A882,http://10.90.111.119:5000/resguardo/A882,http://10.90.111.119:5000/orden/A882,http://10.90.111.119:5000/orden/A882
A883,POLICIA,,,,XX,29-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4ZT,XX,ESCOLTAS,,,,ENTREGADO,29-Jun,29-Jun,PEPE,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A883,http://10.90.111.119:5000/resguardo/A883,http://10.90.111.119:5000/orden/A883,http://10.90.111.119:5000/orden/A883
A884,POLICIA,,,,XX,29-Jun,PORTATIL,SEPURA,STP9038,1PRC01625G8A7PR,XX,ESCOLTAS,,,,ENTREGADO,29-Jun,29-Jun,PEPE,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A884,http://10.90.111.119:5000/resguardo/A884,http://10.90.111.119:5000/orden/A884,http://10.90.111.119:5000/orden/A884
A885,POLICIA,,,,XX,29-Jun,PORTATIL,SEPURA,STP9038,2PN01635G8255P,XX,ESCOLTAS,,,,ENTREGADO,29-Jun,29-Jun,PEPE,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A885,http://10.90.111.119:5000/resguardo/A885,http://10.90.111.119:5000/orden/A885,http://10.90.111.119:5000/orden/A885
A886,POLICIA,,,,XX,29-Jun,PORTATIL,SEPURA,STP9038,1PRC01625G8A7WF,XX,ESCOLTAS,,,,ENTREGADO,29-Jun,29-Jun,PEPE,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A886,http://10.90.111.119:5000/resguardo/A886,http://10.90.111.119:5000/orden/A886,http://10.90.111.119:5000/orden/A886
A887,TRANSITO,,,,147,29-Jun,PORTATIL,SEPURA,TK-3180,90400103,XX,SUPERVISION DE UNIDADES,,,,ENTREGADO,2-Jul,21-Jul,CESAR,REPARACION,"SE CAMBIO BOCINA, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A887,http://10.90.111.119:5000/resguardo/A887,http://10.90.111.119:5000/orden/A887,http://10.90.111.119:5000/orden/A887
A888,c3,,,,xx,30-Jun,PORTATIL,SEPURA,STP9038,,XX,C3,,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A888,http://10.90.111.119:5000/resguardo/A888,http://10.90.111.119:5000/orden/A888,http://10.90.111.119:5000/orden/A888
A889,c3,alfa,,,xx,30-Jun,PORTATIL,SEPURA,STP9038,,XX,C3,,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE AGREGO CANAL RURAL/VILLAS Y CERRITO /10 DE MAYO.,http://10.90.111.119:5000/resguardo/A889,http://10.90.111.119:5000/resguardo/A889,http://10.90.111.119:5000/orden/A889,http://10.90.111.119:5000/orden/A889
A890,TRANSITO,beta,,,148,30-Jun,PORTATIL,Kenwood,TK3180K,B2201491,XX,10MA COMANDANCIA,,,,ENTREGADO,12-Jul,21-Jul,PEPE,REPARACION,"SE REPARO FALLA EN TARJETA MADRE, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A890,http://10.90.111.119:5000/resguardo/A890,http://10.90.111.119:5000/orden/A890,http://10.90.111.119:5000/orden/A890
A891,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4UM,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A891,http://10.90.111.119:5000/resguardo/A891,http://10.90.111.119:5000/orden/A891,http://10.90.111.119:5000/orden/A891
A892,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H50H,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A892,http://10.90.111.119:5000/resguardo/A892,http://10.90.111.119:5000/orden/A892,http://10.90.111.119:5000/orden/A892
A893,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01712G8H5QL,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A893,http://10.90.111.119:5000/resguardo/A893,http://10.90.111.119:5000/orden/A893,http://10.90.111.119:5000/orden/A893
A894,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01712G88H5SZ,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A894,http://10.90.111.119:5000/resguardo/A894,http://10.90.111.119:5000/orden/A894,http://10.90.111.119:5000/orden/A894
A895,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,2PSF01848G863L7,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A895,http://10.90.111.119:5000/resguardo/A895,http://10.90.111.119:5000/orden/A895,http://10.90.111.119:5000/orden/A895
A896,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,2PSF01848G863L9,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A896,http://10.90.111.119:5000/resguardo/A896,http://10.90.111.119:5000/orden/A896,http://10.90.111.119:5000/orden/A896
A897,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRCO1625G8A7TV,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A897,http://10.90.111.119:5000/resguardo/A897,http://10.90.111.119:5000/orden/A897,http://10.90.111.119:5000/orden/A897
A898,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRC01626G8B0U2,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A898,http://10.90.111.119:5000/resguardo/A898,http://10.90.111.119:5000/orden/A898,http://10.90.111.119:5000/orden/A898
A899,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01709G8H0HK,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A899,http://10.90.111.119:5000/resguardo/A899,http://10.90.111.119:5000/orden/A899,http://10.90.111.119:5000/orden/A899
A900,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01709G8H0LZ,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A900,http://10.90.111.119:5000/resguardo/A900,http://10.90.111.119:5000/orden/A900,http://10.90.111.119:5000/orden/A900
A901,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4TC,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A901,http://10.90.111.119:5000/resguardo/A901,http://10.90.111.119:5000/orden/A901,http://10.90.111.119:5000/orden/A901
A902,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4YE,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A902,http://10.90.111.119:5000/resguardo/A902,http://10.90.111.119:5000/orden/A902,http://10.90.111.119:5000/orden/A902
A903,C4 (CABINA),,,,XX,30-Jun,PORTATIL,SEPURA,STP9038,1PRE01712G8H5PN,XX,C4 (CABINA),,,,ENTREGADO,30-Jun,30-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS DE POLICIA,http://10.90.111.119:5000/resguardo/A903,http://10.90.111.119:5000/resguardo/A903,http://10.90.111.119:5000/orden/A903,http://10.90.111.119:5000/orden/A903
A904,POLICIA,,,,201,1-Jul,PORTATIL,SEPURA,STP9038,"D-682, D-763, D-803, D-760, D-742",XX,IBARRILLA,,,14817,ENTREGADO,5-Jul,6-Jul,SERGIO,DIAGNOSTICO,"SE REVISAN BATERIAS PRESENTAN ABULTAMIENTO EN SU ESTRUCTURA NO RETIENEN LA CARGA, SE DEVUELVE A LA DEPENDECIA PARA LO PROCEDENTE",http://10.90.111.119:5000/resguardo/A904,http://10.90.111.119:5000/resguardo/A904,http://10.90.111.119:5000/orden/A904,http://10.90.111.119:5000/orden/A904
A905,POLICIA,,,,202,1-Jul,PORTATIL,SEPURA,STP9038,8PRC01634G801QB,XX,IBARRILLA,,,,ENTREGADO,19-Jul,20-Jul,CESAR,DIAGNOSTICO,"SE REVISA EQUIPO ENCONTRANDO FALLA EN TARJETA PRINCIPAL, SE REGRESA A LA DEPENDENCIA PARA LOS FINES QUE MAS CONVENGAN.",http://10.90.111.119:5000/resguardo/A905,http://10.90.111.119:5000/resguardo/A905,http://10.90.111.119:5000/orden/A905,http://10.90.111.119:5000/orden/A905
