Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A44,POLICIA,,,,1,13-Jan,BATERIA,XX,XX,D229,XX,CONTROL DE RADIOS,,,14337,ENTRAGADO,15-Jan,22-Jan,JC,REVISION,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A44,http://10.90.111.119:5000/resguardo/A44,http://10.90.111.119:5000/orden/A44,http://10.90.111.119:5000/orden/A44
A45,POLICIA,,,,2,13-Jan,BATERIA,XX,XX,D1355,XX,DELTA CENTROL,,,,ENTRAGADO,,22-Jan,,,,http://10.90.111.119:5000/resguardo/A45,http://10.90.111.119:5000/resguardo/A45,http://10.90.111.119:5000/orden/A45,http://10.90.111.119:5000/orden/A45
A46,POLICIA,,,,3,13-Jan,BATERIA,XX,XX,D513,XX,CONTROL DE RADIOS,,,,ENTRAGADO,,22-Jan,,,,http://10.90.111.119:5000/resguardo/A46,http://10.90.111.119:5000/resguardo/A46,http://10.90.111.119:5000/orden/A46,http://10.90.111.119:5000/orden/A46
A47,POLICIA,,,,6,13-Jan,BATERIA,XX,XX,D1010,XX,LINCE,,,14336,ENTRAGADO,15-Jan,22-Jan,JC,REVISION,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A47,http://10.90.111.119:5000/resguardo/A47,http://10.90.111.119:5000/orden/A47,http://10.90.111.119:5000/orden/A47
A48,POLICIA,,,,9,13-Jan,BATERIA,XX,XX,D1859,XX,CONTROL DE RADIOS,,,14334,ENTRAGADO,19-Jan,22-Jan,SERGIO,DIAGNOSTICO,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A48,http://10.90.111.119:5000/resguardo/A48,http://10.90.111.119:5000/orden/A48,http://10.90.111.119:5000/orden/A48
A49,POLICIA,,,,10,13-Jan,BATERIA,XX,XX,"D671, D1794",XX,MOTOS,,,14329,ENTRAGADO,19-Jan,22-Jan,SERGIO,DIAGNOSTICO,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A49,http://10.90.111.119:5000/resguardo/A49,http://10.90.111.119:5000/orden/A49,http://10.90.111.119:5000/orden/A49
A50,POLICIA,,,,11,13-Jan,BATERIA,XX,XX,"D1503,D1504",XX,MEDINA,,,14332,ENTRAGADO,19-Jan,22-Jan,SERGIO,DIAGNOSTICO,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A50,http://10.90.111.119:5000/resguardo/A50,http://10.90.111.119:5000/orden/A50,http://10.90.111.119:5000/orden/A50
A51,POLICIA,,,,12,13-Jan,CARGADOR,XX,XX,532,XX,CONTROL DE RADIOS,,,14328,ENTRAGADO,15-Jan,22-Jan,JC,REPARACION,SE SOLDA CABLE DIRECTO AL ELIMINADOR FUNCIONA CORRECTAMENTE,http://10.90.111.119:5000/resguardo/A51,http://10.90.111.119:5000/resguardo/A51,http://10.90.111.119:5000/orden/A51,http://10.90.111.119:5000/orden/A51
A52,POLICIA,,,,13,13-Jan,BATERIA,XX,XX,D178,XX,CONTROL DE RADIOS,,,14335,ENTRAGADO,19-Jan,22-Jan,SERGIO,DIAGNOSTICO,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A52,http://10.90.111.119:5000/resguardo/A52,http://10.90.111.119:5000/orden/A52,http://10.90.111.119:5000/orden/A52
A53,TRANSITO,,,,105,13-Jan,MOVIL,KENWOOD,NX820HG,B3802376,99,9NA,,,,ENTRAGADO,13-Jan,13-Jan,MARTIN,REPARACION,SE REPARA CABLEADO DE ALIMENTACION Y SE CAMBIA  FUSIBLE DEL MISMO PARA SU FUNCIONAMIENTO,http://10.90.111.119:5000/resguardo/A53,http://10.90.111.119:5000/resguardo/A53,http://10.90.111.119:5000/orden/A53,http://10.90.111.119:5000/orden/A53
A54,POLICIA,,,,CV0004,14-Jan,MOVIL,SEPURA,STP3900,8PRF01623G7C285,E14,LEON II,,,,ENTRAGADO,14-Jan,14-Jan,MARTIN,REPARACION,FALLA EN FUSIBLE DE ALIMENTACION SE CAMBIA EL MISMO PARA SU FUNCIONAMIENTO,http://10.90.111.119:5000/resguardo/A54,http://10.90.111.119:5000/resguardo/A54,http://10.90.111.119:5000/orden/A54,http://10.90.111.119:5000/orden/A54
A55,PROTECCION CIVIL,,,,XX,14-Jan,PORTATIL,SEPURA,SC20,1PR001647GKE235,210410,OPERATIVO,,,,ENTRAGADO,14-Jan,14-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR DE PROTECCION CIVIL, SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A55,http://10.90.111.119:5000/resguardo/A55,http://10.90.111.119:5000/orden/A55,http://10.90.111.119:5000/orden/A55
A56,PROTECCION CIVIL,,,,XX,14-Jan,PORTATIL,SEPURA,SC20,1PR001647GKE205,210409,OPERATIVO,,,,ENTRAGADO,14-Jan,14-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR DE PROTECCION CIVIL, SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A56,http://10.90.111.119:5000/resguardo/A56,http://10.90.111.119:5000/orden/A56,http://10.90.111.119:5000/orden/A56
A57,PROTECCION CIVIL,,,,XX,14-Jan,PORTATIL,SEPURA,SC20,1PR001716GK99F5,210869,OPERATIVO,,,,ENTRAGADO,14-Jan,14-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR DE PROTECCION CIVIL, SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A57,http://10.90.111.119:5000/resguardo/A57,http://10.90.111.119:5000/orden/A57,http://10.90.111.119:5000/orden/A57
A58,POLICIA,,,,DIR/0317/DPEYDP-0114/ARM-006/2021,14-Jan,PORTATIL,SEPURA,STP9000,8PRE01643G804OC,211022,ARMERIA,,,,ENTRAGADO,15-Jan,22-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL , SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A58,http://10.90.111.119:5000/resguardo/A58,http://10.90.111.119:5000/orden/A58,http://10.90.111.119:5000/orden/A58
A59,POLICIA,,,,DIR/0317/DPEYDP-0114/ARM-006/2021,14-Jan,PORTATIL,SEPURA,STP9000,1PRE01712G8H5RW,211096,ARMERIA,,,,ENTRAGADO,15-Jan,,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL , SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A59,http://10.90.111.119:5000/resguardo/A59,http://10.90.111.119:5000/orden/A59,http://10.90.111.119:5000/orden/A59
A60,POLICIA,,,,DIR/0317/DPEYDP-0114/ARM-006/2021,14-Jan,PORTATIL,SEPURA,STP9000,1PRE01711G8H4P1,211176,ARMERIA,,,,ENTRAGADO,15-Jan,,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL , SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A60,http://10.90.111.119:5000/resguardo/A60,http://10.90.111.119:5000/orden/A60,http://10.90.111.119:5000/orden/A60
A61,POLICIA,,,,CV-0005,18-Jan,MOVIL,SEPURA,SRG3900,2PSJ01916G794FB,275,JOYAS,,,,ENTRAGADO,18-Jan,1-Jan,JC,REPARACION,"SE CONECTA CABLE DE ALIMENTACION A LA BATERIA Y SE COLOCA ANTENA DE RADIO FALTANTE, PARAMETROS CORRECTOS RX YTX-OK.",http://10.90.111.119:5000/resguardo/A61,http://10.90.111.119:5000/resguardo/A61,http://10.90.111.119:5000/orden/A61,http://10.90.111.119:5000/orden/A61
A62,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002030GMN228,1215008,SUR,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"SAN MIGUEL, GRAL., EVENTOS,SUR,RESULTADOS",http://10.90.111.119:5000/resguardo/A62,http://10.90.111.119:5000/resguardo/A62,http://10.90.111.119:5000/orden/A62,http://10.90.111.119:5000/orden/A62
A63,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN03K,1215007,SUR,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"OLIVOS,         GRAL., EVENTOS,SUR,RESULTADOS",http://10.90.111.119:5000/resguardo/A63,http://10.90.111.119:5000/resguardo/A63,http://10.90.111.119:5000/orden/A63,http://10.90.111.119:5000/orden/A63
A64,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN062,1215008,PTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"LEON II,          GRAL., EVENTOS,PONIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A64,http://10.90.111.119:5000/resguardo/A64,http://10.90.111.119:5000/orden/A64,http://10.90.111.119:5000/orden/A64
A65,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN07A,1215009,PTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"JOYAS,           GRAL., EVENTOS,PONIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A65,http://10.90.111.119:5000/resguardo/A65,http://10.90.111.119:5000/orden/A65,http://10.90.111.119:5000/orden/A65
A66,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN0PD,1215010,PTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"CAMPESTRE,  GRAL., EVENTOS, PONIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A66,http://10.90.111.119:5000/resguardo/A66,http://10.90.111.119:5000/orden/A66,http://10.90.111.119:5000/orden/A66
A67,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002028GMM4RB,1215012,NTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"RIVERAS DE LA PRESA, GRAL., EVENTOS, NORTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A67,http://10.90.111.119:5000/resguardo/A67,http://10.90.111.119:5000/orden/A67,http://10.90.111.119:5000/orden/A67
A68,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN09O,1215013,NTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"IBARRILLA, GRAL., EVENTOS, NORTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A68,http://10.90.111.119:5000/resguardo/A68,http://10.90.111.119:5000/orden/A68,http://10.90.111.119:5000/orden/A68
A69,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN004,1215014,NTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"MEDINA, GRAL., EVENTOS, NORTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A69,http://10.90.111.119:5000/resguardo/A69,http://10.90.111.119:5000/orden/A69,http://10.90.111.119:5000/orden/A69
A70,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMM9WB,1215015,OTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"CERRITO DE JEREZ, GRAL., EVENTOS, ORIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A70,http://10.90.111.119:5000/resguardo/A70,http://10.90.111.119:5000/orden/A70,http://10.90.111.119:5000/orden/A70
A71,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN0A8,1215016,OTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"10 DE MAYO, GRAL., EVENTOS,  ORIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A71,http://10.90.111.119:5000/resguardo/A71,http://10.90.111.119:5000/orden/A71,http://10.90.111.119:5000/orden/A71
A72,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN0D2,1215017,OTE,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"VILLAS DE SN JUAN, GRAL., EVENTOS,  ORIENTE,RESULTADOS",http://10.90.111.119:5000/resguardo/A72,http://10.90.111.119:5000/resguardo/A72,http://10.90.111.119:5000/orden/A72,http://10.90.111.119:5000/orden/A72
A73,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN0PG,1215018,DIR,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"MULTIFRECUENCIAS, ESCOLTAS Y ESCOLTAS DIRECTOR, RESULTADOS",http://10.90.111.119:5000/resguardo/A73,http://10.90.111.119:5000/resguardo/A73,http://10.90.111.119:5000/orden/A73,http://10.90.111.119:5000/orden/A73
A74,POLICIA,,,,DIR/0226/DPEYDP-0111/ARM-002/2021,18-Jan,PORTATIL,SEPURA,SC21,1PR002029GMN0M4,1215020,DIR,,,,ENTRAGADO,18-Jan,22-Jan,JAVIER,PROGRAMACION,"MULTIFRECUENCIAS,MENOS ESCOLTAS Y ESCOLTAS DIRECTOR , RESULTADOS",http://10.90.111.119:5000/resguardo/A74,http://10.90.111.119:5000/resguardo/A74,http://10.90.111.119:5000/orden/A74,http://10.90.111.119:5000/orden/A74
A75,POLICIA,,,,15,18-Jan,PORTATIL,SEPURA,STP3900,2PNC01635G824UE,XX,IBARRILLA,,,,ENTRAGADO,22-Jan,22-Jan,CESAR,REPARACIÓN,"SE REALIZO REPARACION EN FLEXIBLE, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A75,http://10.90.111.119:5000/resguardo/A75,http://10.90.111.119:5000/orden/A75,http://10.90.111.119:5000/orden/A75
A76,CABINA C4,,,,XX,17-Jan,PORTATIL,SEPURA,STP9038,1PRC01625G8A7FP,XX,CABINA C4,,,,ENTRAGADO,17-Jan,17-Jan,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE RESULTADOS,http://10.90.111.119:5000/resguardo/A76,http://10.90.111.119:5000/resguardo/A76,http://10.90.111.119:5000/orden/A76,http://10.90.111.119:5000/orden/A76
A77,CABINA C4,,,,XX,17-Jan,PORTATIL,SEPURA,STP9038,1PRE01711G8H549,XX,CABINA C4,,,,ENTRAGADO,17-Jan,17-Jan,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE RESULTADOS,http://10.90.111.119:5000/resguardo/A77,http://10.90.111.119:5000/resguardo/A77,http://10.90.111.119:5000/orden/A77,http://10.90.111.119:5000/orden/A77
A78,CABINA C4,,,,XX,19-Jan,PORTATIL,SEPURA,STP9038,1PRE01711G8H4ZJ,XX,CABINA C4,,,,ENTRAGADO,19-Jan,19-Jan,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE RESULTADOS,http://10.90.111.119:5000/resguardo/A78,http://10.90.111.119:5000/resguardo/A78,http://10.90.111.119:5000/orden/A78,http://10.90.111.119:5000/orden/A78
A79,CABINA C4,,,,XX,19-Jan,PORTATIL,SEPURA,STP9038,1PRE01712G8H5T4,XX,CABINA C4,,,,ENTRAGADO,19-Jan,19-Jan,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE RESULTADOS,http://10.90.111.119:5000/resguardo/A79,http://10.90.111.119:5000/resguardo/A79,http://10.90.111.119:5000/orden/A79,http://10.90.111.119:5000/orden/A79
A80,CABINA C4,,,,XX,19-Jan,PORTATIL,SEPURA,STP9038,1PRE01712G8H5E7,XX,CABINA C4,,,,ENTRAGADO,19-Jan,19-Jan,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE RESULTADOS,http://10.90.111.119:5000/resguardo/A80,http://10.90.111.119:5000/resguardo/A80,http://10.90.111.119:5000/orden/A80,http://10.90.111.119:5000/orden/A80
A81,CABINA C4,,,,XX,19-Jan,PORTATIL,SEPURA,"STP,SC20",4A000000A29DAA3D,XX,CABINA C4,,,,ENTRAGADO,19-Jan,19-Jan,CESAR,DIAGNOSTICO,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A81,http://10.90.111.119:5000/resguardo/A81,http://10.90.111.119:5000/orden/A81,http://10.90.111.119:5000/orden/A81
A82,POLICIA,,,,,19-Jan,PORTATIL,SEPURA,SC21,,1215004,OPERATIVO,,,,ENTRAGADO,19-Jan,22-Jan,JAVIER,PROGRAMACION,SE AGREGO CANAL DE RESULTADOS AL EQUIPO SC21,http://10.90.111.119:5000/resguardo/A82,http://10.90.111.119:5000/resguardo/A82,http://10.90.111.119:5000/orden/A82,http://10.90.111.119:5000/orden/A82
A83,POLICIA,,,,,19-Jan,PORTATIL,SEPURA,SC21,,1215011,OPERATIVO,,,,REPARADO,19-Jan,,JAVIER,PROGRAMACION,SE AGREGO CANAL DE RESULTADOS AL EQUIPO SC21,http://10.90.111.119:5000/resguardo/A83,http://10.90.111.119:5000/resguardo/A83,http://10.90.111.119:5000/orden/A83,http://10.90.111.119:5000/orden/A83
A84,TRANSITO,,,,   ,44218,MOBIL,KENWOOD,VARIOS,15 RADIOS,XX,TRÁNSITO,,,,ENTRAGADO,,,,,INSTALACION DE 15 UNIDADES DE TRANSITO MUNICIPAL ,http://10.90.111.119:5000/resguardo/A84,http://10.90.111.119:5000/resguardo/A84,http://10.90.111.119:5000/orden/A84,http://10.90.111.119:5000/orden/A84
A85,POLICIA,,,,DIR/0564/DPEYDP-0155/ARM-018/2021,22-Jan,PORTATIL,SEPURA,STP9000,8PRE01643G804OC,211022,ARMERIA,,,,ENTRAGADO,25-Jan,29-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL ,Y CANAL  GET,  SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A85,http://10.90.111.119:5000/resguardo/A85,http://10.90.111.119:5000/orden/A85,http://10.90.111.119:5000/orden/A85
A86,POLICIA,,,,DIR/0564/DPEYDP-0155/ARM-018/2021,22-Jan,PORTATIL,SEPURA,STP9000,1PRE01712G8H5RW,211096,ARMERIA,,,,ENTRAGADO,24-Jan,29-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL ,Y CANAL  GET,  SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A86,http://10.90.111.119:5000/resguardo/A86,http://10.90.111.119:5000/orden/A86,http://10.90.111.119:5000/orden/A86
A87,POLICIA,,,,DIR/0564/DPEYDP-0155/ARM-018/2021,22-Jan,PORTATIL,SEPURA,STP9000,1PRE01711G8H4P1,211176,ARMERIA,,,,ENTRAGADO,25-Jan,29-Jan,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE DIR. DE POL. MUNICIPAL ,Y CANAL  GET,  SE REVISARON PARAMETROS OK",http://10.90.111.119:5000/resguardo/A87,http://10.90.111.119:5000/resguardo/A87,http://10.90.111.119:5000/orden/A87,http://10.90.111.119:5000/orden/A87
A88,PROTECCION CIVIL,,,,SSP/DGPC/0137/2021,26-Jan,PORTATIL,SEPURA,STP9000,2PSF01848G863MB,XX,OPERATIVO,,,14357,ENTRAGADO,2-Feb,16-Feb,JC,REVISION,"SE REVISA EL EQUIPO FUNCIONA CORRECTAMENTE, PARAMETROS CORRECTOS RX Y TX-OK. NOTA: PRESENTA DAÑADO EL CLIP Y LA TAPA DE CONECTOR DE ACCESORIOS DAÑADA, ASI COMO UNA LIJERA  RASPADA EN LA PARTE FRONTAL INFERIO DERECHA MISMA QUE NO AFECTA SU FUNCIONALIDAD.",http://10.90.111.119:5000/resguardo/A88,http://10.90.111.119:5000/resguardo/A88,http://10.90.111.119:5000/orden/A88,http://10.90.111.119:5000/orden/A88
A89,POLICIA,,,,17,29-Jan,BATERIA,SEPURA,XX,"D449,D88,D478,D1442",XX,LEON II,,,,ENTRAGADO,9-Feb,9-Feb,MARTIN,DIAGNOSTICO,,http://10.90.111.119:5000/resguardo/A89,http://10.90.111.119:5000/resguardo/A89,http://10.90.111.119:5000/orden/A89,http://10.90.111.119:5000/orden/A89
A90,POLICIA,,,,18,29-Jan,CARGADOR,SEPURA,XX,7PP001616B9067Y,XX,CTR RADIOS,,,,ENTRAGADO,9-Feb,9-Feb,MARTIN,DIAGNOSTICO,,http://10.90.111.119:5000/resguardo/A90,http://10.90.111.119:5000/resguardo/A90,http://10.90.111.119:5000/orden/A90,http://10.90.111.119:5000/orden/A90
A91,POLICIA,,,,19,29-Jan,CARGADOR,SEPURA,XX,XX,XX,CTR RADIOS,,,,ENTRAGADO,9-Feb,9-Feb,MARTIN,DIAGNOSTICO,,http://10.90.111.119:5000/resguardo/A91,http://10.90.111.119:5000/resguardo/A91,http://10.90.111.119:5000/orden/A91,http://10.90.111.119:5000/orden/A91
A92,POLICIA,,,,20,29-Jan,BATERIA,SEPURA,XX,D992,XX,CTR RADIOS,,,14365,ENTRAGADO,4-Feb,9-Feb,JC,REVISION,"SE REVISA LA BATERIA DETECTANDO QUE ESTA ABULTADA SE REALIZAN LAS PRUEBAS DE LABORATORIO CORRESPONDIENTES DETERMINANDO QUE LA BATERIA YA NO RETIENE LA CARGA, YA CUMPLIO CON SU CICLO DE VIDA UTIL. NOTA: LAS BATERIAS TIENEN UN CICLO DE VIDA DE 2 AÑOS POR LO QUE SE RECOMIENDA SU REEMPLAZO",http://10.90.111.119:5000/resguardo/A92,http://10.90.111.119:5000/resguardo/A92,http://10.90.111.119:5000/orden/A92,http://10.90.111.119:5000/orden/A92
A93,POLICIA,,,,21,29-Jan,BATERIA,SEPURA,XX,D370,XX,ANALISIS,,,,ENTRAGADO,9-Feb,9-Feb,MARTIN,DIAGNOSTICO,,http://10.90.111.119:5000/resguardo/A93,http://10.90.111.119:5000/resguardo/A93,http://10.90.111.119:5000/orden/A93,http://10.90.111.119:5000/orden/A93
A94,POLICIA,,,,22,29-Jan,RADIO,SEPURA,STP3900,1PRC01625G8A7UT,XX,RURAL,,,,ENTRAGADO,4-Feb,9-Feb,CESAR,DIAGNOSTICO,"SE REVISA EQUIPO ENCONTRANDO FALLA EN TARJETA PRICIPAL POR LO QUE NO ES COSTEABLE SU REPARACION, SE REGRESA A LA DEPENDENCIA PARA LOS FINES QUE MAS CONVENGAN.",http://10.90.111.119:5000/resguardo/A94,http://10.90.111.119:5000/resguardo/A94,http://10.90.111.119:5000/orden/A94,http://10.90.111.119:5000/orden/A94
A95,TRANSITO,,,,106,29-Jan,MOBIL,SEPURA,SRG3900,1PS101641CC38N5,301,SUPERVISION DE UNIDADES,,,,ENTRAGADO,29-Jan,29-Jan,JC,REPARACION,"SE CAMBIA PORTA FUSIBLE, TERMINAL DE OJILLO DAÑADA Y SE CAMBIA BOCINA DE RADIO DAÑADA, PARAMETROS CORRECTOS RX Y TX-OK. ",http://10.90.111.119:5000/resguardo/A95,http://10.90.111.119:5000/resguardo/A95,http://10.90.111.119:5000/orden/A95,http://10.90.111.119:5000/orden/A95
A96,POLICIA,,,,CV-0007,29-Jan,MOBIL,SEPURA,SRG3900,8PRF01623G7C285,XX,CAV,,,,ENTRAGADO,29-Jan,29-Jan,CESAR,REPARACION,"SE REPARO FALLA EN TARJETA, SE CAMBIO FUSIBLE, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A96,http://10.90.111.119:5000/resguardo/A96,http://10.90.111.119:5000/orden/A96,http://10.90.111.119:5000/orden/A96
A97,POLICIA,,,,CV-0008,29-Jan,MOBIL,SEPURA,SRG3900,8PRF01623G7C285,E-14,ESTACION DE POLICIA,,,,ENTRAGADO,29-Jan,,,,,http://10.90.111.119:5000/resguardo/A97,http://10.90.111.119:5000/resguardo/A97,http://10.90.111.119:5000/orden/A97,http://10.90.111.119:5000/orden/A97
A98,EL MOLINO,,,,XX,29-Jan,MOBIL,KENWOOD,NX-3320-K,C0311904,XX,EL MOLINO,,,,ENTRAGADO,,,JAVIER,PROGRAMACION,"SE PROGRAMPO CANAL OPERATIVO DE PROGRAMA CONECTATE SE REVISARON PARAMETROS GENERALES , RX - OK TX - OK ",http://10.90.111.119:5000/resguardo/A98,http://10.90.111.119:5000/resguardo/A98,http://10.90.111.119:5000/orden/A98,http://10.90.111.119:5000/orden/A98
